,age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income
13375,29,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
28673,32,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,55,United-States,>50K
4197,18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,<=50K
18438,59,Local-gov,Some-college,Widowed,Other-service,Not-in-family,White,Female,40,Poland,<=50K
29662,27,Private,Some-college,Never-married,Craft-repair,Unmarried,White,Male,50,United-States,<=50K
30524,28,Private,12th,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
3268,34,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,90,United-States,<=50K
23645,42,Federal-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,30,United-States,>50K
14708,36,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,45,United-States,<=50K
15435,49,Local-gov,Masters,Widowed,Prof-specialty,Unmarried,White,Female,16,United-States,<=50K
6158,32,Local-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K
28195,34,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,70,United-States,<=50K
2764,53,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
27245,38,Private,Some-college,Never-married,Sales,Own-child,White,Female,50,United-States,<=50K
26427,52,Private,Some-college,Widowed,Other-service,Unmarried,Black,Female,40,?,<=50K
27516,20,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,40,Germany,<=50K
20493,30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
29202,51,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K
18933,41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
19112,36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
8242,45,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,24,Canada,>50K
29278,49,Self-emp-not-inc,10th,Never-married,Craft-repair,Not-in-family,Black,Male,32,United-States,<=50K
12147,66,Self-emp-not-inc,Some-college,Never-married,Sales,Not-in-family,White,Female,20,United-States,<=50K
29770,32,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
3543,44,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
21582,21,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,Cuba,<=50K
20291,43,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,Italy,>50K
2429,64,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Canada,>50K
17510,39,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
7670,50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K
7001,23,?,Bachelors,Never-married,?,Own-child,Other,Male,40,United-States,<=50K
5076,36,?,Assoc-voc,Widowed,?,Not-in-family,White,Female,20,United-States,<=50K
27726,30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,Vietnam,>50K
11843,54,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Black,Female,45,United-States,>50K
29207,40,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
14514,48,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,40,Ireland,>50K
219,58,Self-emp-not-inc,1st-4th,Married-civ-spouse,Transport-moving,Husband,White,Male,18,United-States,<=50K
4672,47,Local-gov,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
8308,27,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,<=50K
11793,38,Self-emp-not-inc,Some-college,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K
16864,50,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
18353,54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
763,32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K
27390,23,Private,Bachelors,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K
10133,49,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,>50K
10196,51,?,Assoc-voc,Married-civ-spouse,?,Husband,White,Male,50,United-States,>50K
4816,50,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
25643,32,Private,HS-grad,Separated,Exec-managerial,Not-in-family,White,Male,40,?,<=50K
13984,32,?,Assoc-acdm,Never-married,?,Unmarried,White,Male,20,United-States,<=50K
20198,33,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,70,United-States,<=50K
22806,79,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
27630,36,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,>50K
2361,43,Private,Bachelors,Separated,Exec-managerial,Unmarried,White,Male,40,United-States,>50K
31935,54,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K
9004,48,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,16,United-States,<=50K
16752,24,Federal-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K
27956,40,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
7347,41,Self-emp-not-inc,Some-college,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
9629,40,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
23091,38,Private,12th,Never-married,Other-service,Unmarried,White,Female,17,United-States,<=50K
4772,45,Private,11th,Widowed,Other-service,Not-in-family,Black,Female,20,United-States,<=50K
12759,59,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K
498,46,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
13498,18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,16,United-States,<=50K
10707,33,Self-emp-not-inc,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,30,United-States,<=50K
1875,53,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
18625,36,Private,HS-grad,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,20,United-States,<=50K
19616,18,Private,Some-college,Never-married,Other-service,Own-child,White,Male,26,United-States,<=50K
20508,35,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
21332,44,Private,10th,Never-married,Farming-fishing,Unmarried,White,Male,35,United-States,<=50K
17152,62,Private,Some-college,Widowed,Priv-house-serv,Unmarried,White,Female,40,United-States,<=50K
30631,23,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K
24652,24,Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,50,United-States,<=50K
8706,25,Private,HS-grad,Married-civ-spouse,Sales,Own-child,White,Male,26,United-States,>50K
1284,46,Private,Bachelors,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,?,<=50K
6179,39,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,48,United-States,<=50K
23404,42,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K
23303,36,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,United-States,>50K
15346,57,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
3388,49,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,<=50K
25319,24,State-gov,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,40,?,<=50K
32240,22,State-gov,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States,<=50K
7291,81,Self-emp-not-inc,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,20,United-States,<=50K
10628,18,?,Some-college,Never-married,?,Own-child,White,Male,60,United-States,<=50K
24035,18,Self-emp-inc,11th,Never-married,Sales,Own-child,White,Male,15,United-States,<=50K
21541,60,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
10563,45,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
6137,47,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,40,United-States,>50K
15083,34,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
12217,28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
30557,34,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
23642,40,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,>50K
8766,48,Federal-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,<=50K
10035,30,Self-emp-not-inc,HS-grad,Never-married,Sales,Unmarried,White,Male,66,United-States,<=50K
823,40,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
27131,35,State-gov,Some-college,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K
2275,36,Private,Assoc-acdm,Never-married,Sales,Not-in-family,Black,Male,43,United-States,>50K
20451,62,Private,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
14516,58,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,99,United-States,<=50K
14822,60,Private,HS-grad,Divorced,Other-service,Unmarried,Black,Female,38,United-States,<=50K
31712,39,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K
16802,40,Self-emp-inc,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
916,60,Self-emp-not-inc,HS-grad,Separated,Other-service,Not-in-family,Black,Male,50,United-States,<=50K
26531,39,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
20453,19,Private,12th,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
24371,27,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K
10282,51,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K
7327,29,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
42,51,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,>50K
16850,60,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
19027,32,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,44,Ireland,<=50K
3838,31,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
2091,46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K
683,35,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Taiwan,>50K
24033,26,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K
30349,26,Private,11th,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
6284,54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,England,>50K
3361,23,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K
31139,41,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K
19607,37,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K
28939,36,Private,Preschool,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40,Puerto-Rico,<=50K
4538,42,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,<=50K
12336,26,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K
15831,61,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,Canada,<=50K
31996,18,Private,9th,Never-married,Other-service,Own-child,Black,Male,35,United-States,<=50K
4726,45,Private,7th-8th,Separated,Other-service,Unmarried,White,Female,40,Mexico,<=50K
20366,53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
94,31,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,>50K
20538,58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
9716,41,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,25,United-States,>50K
26083,21,Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,30,United-States,<=50K
2951,65,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
18428,52,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,>50K
22016,59,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
29570,73,?,HS-grad,Widowed,?,Not-in-family,White,Female,15,United-States,<=50K
4263,19,Private,HS-grad,Married-AF-spouse,Adm-clerical,Wife,White,Female,25,United-States,<=50K
26943,37,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
13162,17,?,10th,Never-married,?,Own-child,White,Male,40,United-States,<=50K
29830,36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
17794,42,Private,HS-grad,Separated,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
24387,37,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,32,United-States,<=50K
21598,19,Private,HS-grad,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K
4152,26,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K
19162,48,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,60,United-States,<=50K
22477,24,?,HS-grad,Married-civ-spouse,?,Wife,White,Female,25,United-States,<=50K
19094,43,Federal-gov,Bachelors,Married-spouse-absent,Tech-support,Not-in-family,Asian-Pac-Islander,Male,40,United-States,<=50K
516,39,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K
9592,24,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K
31907,49,Private,Bachelors,Married-spouse-absent,Transport-moving,Unmarried,White,Male,30,Columbia,<=50K
11217,29,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K
19508,49,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
11482,56,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K
5261,65,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K
17033,38,Private,Some-college,Divorced,Adm-clerical,Unmarried,Other,Female,40,United-States,<=50K
26217,36,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,35,United-States,>50K
27650,25,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,40,United-States,<=50K
10794,28,Local-gov,HS-grad,Never-married,Other-service,Own-child,Black,Male,30,United-States,<=50K
27136,18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K
24766,49,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
27721,29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,<=50K
10824,32,Self-emp-not-inc,HS-grad,Separated,Sales,Not-in-family,White,Male,50,United-States,<=50K
6978,29,Private,Assoc-acdm,Never-married,Machine-op-inspct,Unmarried,White,Male,45,United-States,<=50K
5689,35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
4962,37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
2455,32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
28551,60,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
9712,33,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K
24221,20,Private,11th,Never-married,Transport-moving,Own-child,White,Male,15,United-States,<=50K
5809,45,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,Philippines,<=50K
18123,67,Self-emp-not-inc,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,20,United-States,<=50K
18654,24,Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,40,United-States,<=50K
27343,35,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
2470,47,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
6128,39,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
20327,56,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
9479,25,Private,Some-college,Never-married,Other-service,Own-child,White,Male,40,Poland,<=50K
20592,59,?,Masters,Married-civ-spouse,?,Husband,White,Male,20,United-States,<=50K
23768,37,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K
4938,47,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K
23893,53,Private,12th,Never-married,Other-service,Not-in-family,Other,Female,35,United-States,<=50K
31418,49,Self-emp-not-inc,Bachelors,Widowed,Sales,Unmarried,White,Female,40,United-States,<=50K
24288,47,Self-emp-inc,Prof-school,Never-married,Other-service,Not-in-family,White,Male,60,United-States,>50K
8059,52,Private,11th,Separated,Machine-op-inspct,Unmarried,Black,Male,40,United-States,<=50K
1413,41,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K
23904,48,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K
19670,35,Private,Assoc-acdm,Divorced,Craft-repair,Unmarried,White,Male,45,United-States,>50K
16434,25,State-gov,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
23496,54,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,<=50K
22177,32,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Germany,<=50K
31774,53,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K
22973,50,State-gov,HS-grad,Widowed,Tech-support,Unmarried,Black,Female,40,United-States,<=50K
7999,22,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,<=50K
7981,30,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,27,United-States,<=50K
31274,40,Private,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K
19342,42,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K
22301,40,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K
1806,50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K
10427,28,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,>50K
3101,45,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
9663,24,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,35,United-States,<=50K
19568,34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,>50K
29738,31,Private,Bachelors,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,40,Vietnam,<=50K
14030,70,Private,Some-college,Divorced,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,40,Vietnam,<=50K
28397,27,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K
9992,33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
2137,53,Local-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K
14664,22,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K
25796,33,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K
3502,63,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
998,24,Private,Some-college,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K
9046,19,Private,HS-grad,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K
12484,46,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,44,United-States,>50K
1734,61,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Wife,White,Female,40,United-States,<=50K
17526,35,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,40,United-States,<=50K
5670,43,Private,Some-college,Never-married,Exec-managerial,Unmarried,White,Male,50,United-States,<=50K
24448,52,State-gov,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
13055,57,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
8187,33,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
28257,46,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
14261,42,Self-emp-not-inc,10th,Widowed,Transport-moving,Unmarried,White,Male,35,United-States,<=50K
5570,56,Private,7th-8th,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
8614,33,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,60,United-States,>50K
10674,19,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K
24647,55,Self-emp-not-inc,10th,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,<=50K
10761,25,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
29752,23,Private,Bachelors,Never-married,Sales,Own-child,White,Male,55,United-States,<=50K
11061,41,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
11744,42,Private,Some-college,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K
2930,40,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
14740,42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,<=50K
2272,27,Private,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Male,65,Greece,>50K
16249,59,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,?,<=50K
10847,55,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K
23947,39,Private,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
25658,32,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,>50K
15458,27,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K
9332,30,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
13224,40,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
2168,51,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K
23398,69,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20,United-States,<=50K
32345,54,State-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
24218,26,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,>50K
23718,20,Private,9th,Never-married,Transport-moving,Not-in-family,White,Male,50,United-States,<=50K
23948,47,Private,HS-grad,Divorced,Tech-support,Not-in-family,White,Female,36,United-States,<=50K
251,35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
10331,28,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
21453,55,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K
17140,73,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,6,United-States,>50K
7535,34,Private,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,60,United-States,<=50K
11911,46,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,47,Cuba,<=50K
2479,33,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,>50K
30649,55,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,53,United-States,>50K
18598,23,Private,9th,Separated,Other-service,Not-in-family,White,Male,40,United-States,<=50K
12065,32,Private,Some-college,Never-married,Sales,Other-relative,White,Female,40,United-States,<=50K
32379,35,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,55,United-States,<=50K
9357,34,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
15761,66,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,4,United-States,<=50K
18393,50,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
2586,53,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,20,China,>50K
6331,39,State-gov,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,40,United-States,<=50K
19475,50,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,<=50K
9163,24,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
15193,44,Private,Some-college,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
6569,50,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K
13204,33,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,35,India,<=50K
29138,34,Private,Some-college,Separated,Adm-clerical,Unmarried,Black,Female,40,?,<=50K
14346,20,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,10,United-States,<=50K
18023,59,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,<=50K
27391,60,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K
11866,57,Self-emp-not-inc,HS-grad,Widowed,Craft-repair,Not-in-family,White,Female,38,United-States,<=50K
5460,32,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,52,United-States,<=50K
3069,47,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
23759,51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K
1172,26,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
24425,41,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
